Masfal Pimi Numune 1|Paslanmaz Çelik Spektrometrik Analiz|S  0.013  %  ASTM E1086  |S|0,013
Masfal Pimi Numune 1|Paslanmaz Çelik Spektrometrik Analiz|Cr  18.26  %  ASTM E1086  |Cr|18,26
Masfal Pimi Numune 1|Paslanmaz Çelik Spektrometrik Analiz|Ni  8.158  %  ASTM E1086  |Ni|8,158
Masfal Pimi Numune 1|Paslanmaz Çelik Spektrometrik Analiz|Mo  0.270  %  ASTM E1086  |Mo|0,270
Masfal Pimi Numune 1|Paslanmaz Çelik Spektrometrik Analiz|Cu  0.517  %  ASTM E1086  |Cu|0,517
Masfal Pimi Numune 1|Paslanmaz Çelik Spektrometrik Analiz|Fe+Diğer  Kalan  %  ASTM E1086  |Fe+Diğer|Kalan
Masfal Pimi Numune 2|Paslanmaz Çelik Spektrometrik Analiz|C  0.030  %  ASTM E1086  |C|0,030
Masfal Pimi Numune 2|Paslanmaz Çelik Spektrometrik Analiz|Si  0.419  %  ASTM E1086  |Si|0,419
Masfal Pimi Numune 2|Paslanmaz Çelik Spektrometrik Analiz|Mn  1.714  %  ASTM E1086  |Mn|1,714
Masfal Pimi Numune 2|Paslanmaz Çelik Spektrometrik Analiz|P  0.031  %  ASTM E1086  |P|0,031
Masfal Pimi Numune 2|Paslanmaz Çelik Spektrometrik Analiz|S  0.015  %  ASTM E1086  |S|0,015
Masfal Pimi Numune 2|Paslanmaz Çelik Spektrometrik Analiz|Cr  18.35  %  ASTM E1086  |Cr|18,35
Masfal Pimi Numune 2|Paslanmaz Çelik Spektrometrik Analiz|Ni  8.170  %  ASTM E1086  |Ni|8,170
Masfal Pimi Numune 2|Paslanmaz Çelik Spektrometrik Analiz|Mo  0.273  %  ASTM E1086  |Mo|0,273
Masfal Pimi Numune 2|Paslanmaz Çelik Spektrometrik Analiz|Cu  0.511  %  ASTM E1086  |Cu|0,511
Masfal Pimi Numune 2|Paslanmaz Çelik Spektrometrik Analiz|Fe+Diğer  Kalan  %  ASTM E1086  |Fe+Diğer|Kalan
Masfal Pimi Numune 3|Paslanmaz Çelik Spektrometrik Analiz|C  0.037  %  ASTM E1086  |C|0,037
Masfal Pimi Numune 3|Paslanmaz Çelik Spektrometrik Analiz|Si  0.415  %  ASTM E1086  |Si|0,415
Masfal Pimi Numune 3|Paslanmaz Çelik Spektrometrik Analiz|Mn  1.758  %  ASTM E1086  |Mn|1,758
Masfal Pimi Numune 3|Paslanmaz Çelik Spektrometrik Analiz|P  0.036  %  ASTM E1086  |P|0,036
Masfal Pimi Numune 3|Paslanmaz Çelik Spektrometrik Analiz|S  0.014  %  ASTM E1086  |S|0,014
Masfal Pimi Numune 3|Paslanmaz Çelik Spektrometrik Analiz|Cr  18.58  %  ASTM E1086  |Cr|18,58
Masfal Pimi Numune 3|Paslanmaz Çelik Spektrometrik Analiz|Ni  8.190  %  ASTM E1086  |Ni|8,190
Masfal Pimi Numune 3|Paslanmaz Çelik Spektrometrik Analiz|Mo  0.280  %  ASTM E1086  |Mo|0,280
Masfal Pimi Numune 3|Paslanmaz Çelik Spektrometrik Analiz|Cu  0.513  %  ASTM E1086  |Cu|0,513
Masfal Pimi Numune 3|Paslanmaz Çelik Spektrometrik Analiz|Fe+Diğer  Kalan  %  ASTM E1086  |Fe+Diğer|Kalan
Masfal Pimi Numune 4|Paslanmaz Çelik Spektrometrik Analiz|C  0.034  %  ASTM E1086  |C|0,034
Masfal Pimi Numune 4|Paslanmaz Çelik Spektrometrik Analiz|Si  0.411  %  ASTM E1086  |Si|0,411
Masfal Pimi Numune 4|Paslanmaz Çelik Spektrometrik Analiz|Mn  1.764  %  ASTM E1086  |Mn|1,764
Masfal Pimi Numune 4|Paslanmaz Çelik Spektrometrik Analiz|P  0.031  %  ASTM E1086  |P|0,031
Masfal Pimi Numune 4|Paslanmaz Çelik Spektrometrik Analiz|S  0.010  %  ASTM E1086  |S|0,010
Masfal Pimi Numune 4|Paslanmaz Çelik Spektrometrik Analiz|Cr  18.48  %  ASTM E1086  |Cr|18,48
Masfal Pimi Numune 4|Paslanmaz Çelik Spektrometrik Analiz|Ni  8.258  %  ASTM E1086  |Ni|8,258
Masfal Pimi Numune 4|Paslanmaz Çelik Spektrometrik Analiz|Mo  0.275  %  ASTM E1086  |Mo|0,275
Masfal Pimi Numune 4|Paslanmaz Çelik Spektrometrik Analiz|Cu  0.516  %  ASTM E1086  |Cu|0,516
Masfal Pimi Numune 4|Paslanmaz Çelik Spektrometrik Analiz|Fe+Diğer  Kalan  %  ASTM E1086  |Fe+Diğer|Kalan
